England,33.00,26592,8264,805.8181818,153105454.5,22696783.84,130408670.7,
Northern Ireland,0.00,0,0,0,0,0,0,
Scotland,7.00,3161,898,451.5714286,85798571.43,11626961.9,74171609.52,
Wales,3.00,2223,724,741,140790000,21872844.44,118917155.6
